euc	average	5.23327175173	2.34657576341	-123333.79982
euc	complete	5.23327175173	2.38989809546	-123271.34068
euc	single	5.23327175173	1.81808644938	-123321.06834
euc	ward	5.23327175173	2.21028995884	-123250.85011
geodesic	average	6.24746728717	2.23771142685	-123335.44529
geodesic	complete	6.24746728717	2.25795956146	-123259.39443
geodesic	single	6.24746728717	1.79026395715	-123322.91932
geodesic	ward	6.24746728717	2.13968000324	-123243.97998
rf	average	16.8904612785	2.00565777593	-123310.53938
rf	complete	16.8904612785	2.34657576341	-123335.65912
rf	single	16.8904612785	1.81808644938	-123321.06834
rf	ward	16.8904612785	2.20232892692	-123333.50972
sym	average	6.0	1.58637357589	-123051.51885
sym	complete	6.0	1.72031584651	-123096.96963
sym	single	6.0	1.85693062382	-123352.7135
sym	ward	6.0	1.63761726112	-123094.53677
