euc	average	6.65199357176	2.17437360919	-123402.56338
euc	complete	6.65199357176	2.17437360919	-123402.56338
euc	single	6.65199357176	1.79026395715	-123449.70358
euc	ward	6.65199357176	1.98596970427	-123386.92968
geodesic	average	7.84656408423	2.17437360919	-123402.56338
geodesic	complete	7.84656408423	2.17437360919	-123402.56338
geodesic	single	7.84656408423	1.79026395715	-123449.70358
geodesic	ward	7.84656408423	1.98596970427	-123386.92968
rf	average	22.7726666191	1.79026395715	-123449.70358
rf	complete	22.7726666191	1.95200309345	-123349.3222
rf	single	22.7726666191	1.79026395715	-123449.70358
rf	ward	22.7726666191	1.95200309345	-123349.3222
sym	average	8.0	1.61530762391	-123266.50846
sym	complete	8.0	1.61530762391	-123266.50846
sym	single	8.0	1.43761726112	-123262.68232
sym	ward	8.0	1.72290461407	-123158.87625
