euc	average	4.24574908208	1.99173251555	-124302.25364
euc	complete	4.24574908208	2.52964187338	-124230.52518
euc	single	4.24574908208	1.77955522896	-124299.18075
euc	ward	4.24574908208	2.52964187338	-124230.52518
geodesic	average	4.90668252986	1.99173251555	-124302.25364
geodesic	complete	4.90668252986	2.83670398493	-124244.2433
geodesic	single	4.90668252986	1.77955522896	-124299.18075
geodesic	ward	4.90668252986	2.52964187338	-124230.52518
rf	average	14.8473890411	1.99173251555	-124302.25364
rf	complete	14.8473890411	1.99173251555	-124302.25364
rf	single	14.8473890411	1.81808644938	-124295.97619
rf	ward	14.8473890411	2.84040685979	-124281.78331
sym	average	4.0	1.8651110217	-124176.40195
sym	complete	4.0	1.69522792265	-124131.10347
sym	single	4.0	1.38647635332	-124102.95082
sym	ward	4.0	1.5560152309	-124046.55492
