euc	average	5.34093281287	2.09820787171	-123103.84984
euc	complete	5.34093281287	2.45032583348	-123087.32045
euc	single	5.34093281287	1.77955522896	-123166.731
euc	ward	5.34093281287	2.57360323959	-123093.84309
geodesic	average	6.58729713593	1.77955522896	-123166.731
geodesic	complete	6.58729713593	2.45032583348	-123087.32045
geodesic	single	6.58729713593	1.77955522896	-123166.731
geodesic	ward	6.58729713593	2.62127642793	-123121.54314
rf	average	16.8900175339	1.77955522896	-123166.731
rf	complete	16.8900175339	2.35460976127	-123067.39379
rf	single	16.8900175339	1.77955522896	-123166.731
rf	ward	16.8900175339	2.49720746043	-123100.57743
sym	average	4.0	1.98596970427	-123065.31384
sym	complete	4.0	2.46350427596	-123058.72472
sym	single	4.0	1.79532375669	-123040.22269
sym	ward	4.0	2.6897346881	-123071.50376
