euc	average	4.46729334655	1.91002377404	-122457.011
euc	complete	4.46729334655	2.01742460442	-122462.19668
euc	single	4.46729334655	1.77955522896	-122662.7223
euc	ward	4.46729334655	1.99967269607	-122445.68405
geodesic	average	4.69984185494	1.91002377404	-122457.011
geodesic	complete	4.69984185494	2.01742460442	-122462.19668
geodesic	single	4.69984185494	1.77955522896	-122662.7223
geodesic	ward	4.69984185494	1.99967269607	-122445.68405
rf	average	15.0488724957	1.76343184482	-122595.69793
rf	complete	15.0488724957	1.90118541466	-122496.93376
rf	single	15.0488724957	1.77955522896	-122662.7223
rf	ward	15.0488724957	1.77527936554	-122416.72414
sym	average	6.0	1.23964469313	-122009.54984
sym	complete	6.0	2.07092605754	-122344.35194
sym	single	6.0	1.68678392946	-122671.76272
sym	ward	6.0	1.88321944626	-122211.93975
