euc	average	1.18535073512	0.0	-95648.5715
euc	complete	1.18535073512	0.0	-95648.5715
euc	single	1.18535073512	0.0	-95648.5715
euc	ward	1.18535073512	0.0	-95648.5715
geodesic	average	1.40677899504	0.0	-95648.5715
geodesic	complete	1.40677899504	0.0	-95648.5715
geodesic	single	1.40677899504	0.0	-95648.5715
geodesic	ward	1.40677899504	0.0	-95648.5715
rf	average	4.6909802239	0.0	-95648.5715
rf	complete	4.6909802239	0.0	-95648.5715
rf	single	4.6909802239	0.0	-95648.5715
rf	ward	4.6909802239	0.0	-95648.5715
sym	average	12.0	0.0	-95648.5715
sym	complete	12.0	0.0	-95648.5715
sym	single	12.0	0.0	-95648.5715
sym	ward	12.0	0.0	-95648.5715
