euc	average	1.55378861383	0.0	-103356.73668
euc	complete	1.55378861383	0.0	-103356.73668
euc	single	1.55378861383	0.0	-103356.73668
euc	ward	1.55378861383	0.0	-103356.73668
geodesic	average	1.96484254588	0.0	-103356.73668
geodesic	complete	1.96484254588	0.0	-103356.73668
geodesic	single	1.96484254588	0.0	-103356.73668
geodesic	ward	1.96484254588	0.0	-103356.73668
rf	average	5.62720734039	0.0	-103356.73668
rf	complete	5.62720734039	0.0	-103356.73668
rf	single	5.62720734039	0.0	-103356.73668
rf	ward	5.62720734039	0.0	-103356.73668
sym	average	8.0	0.0	-103356.73668
sym	complete	8.0	0.0	-103356.73668
sym	single	8.0	0.0	-103356.73668
sym	ward	8.0	0.0	-103356.73668
