euc	average	1.03563459638	0.0	-100596.32648
euc	complete	1.03563459638	0.0	-100596.32648
euc	single	1.03563459638	0.0	-100596.32648
euc	ward	1.03563459638	0.0	-100596.32648
geodesic	average	1.16381062905	0.0	-100596.32648
geodesic	complete	1.16381062905	0.0	-100596.32648
geodesic	single	1.16381062905	0.0	-100596.32648
geodesic	ward	1.16381062905	0.0	-100596.32648
rf	average	3.79203967755	0.0	-100596.32648
rf	complete	3.79203967755	0.0	-100596.32648
rf	single	3.79203967755	0.0	-100596.32648
rf	ward	3.79203967755	0.0	-100596.32648
sym	average	6.0	0.0	-100596.32648
sym	complete	6.0	0.0	-100596.32648
sym	single	6.0	0.0	-100596.32648
sym	ward	6.0	0.0	-100596.32648
