euc	average	2.06528577008	1.65517743914	-34782.08814
euc	complete	2.06528577008	1.65517743914	-34782.08814
euc	single	2.06528577008	1.65517743914	-34782.08814
euc	ward	2.06528577008	1.2494569442	-34633.53186
geodesic	average	2.24145782669	1.65517743914	-34782.08814
geodesic	complete	2.24145782669	1.65517743914	-34782.08814
geodesic	single	2.24145782669	1.65517743914	-34782.08814
geodesic	ward	2.24145782669	1.2494569442	-34633.53186
rf	average	6.93735972814	1.65517743914	-34782.08814
rf	complete	6.93735972814	0.972765278018	-34719.7974
rf	single	6.93735972814	1.65517743914	-34782.08814
rf	ward	6.93735972814	0.845515608271	-34544.36451
sym	average	4.0	1.37383644184	-34666.96327
sym	complete	4.0	1.37383644184	-34666.96327
sym	single	4.0	1.65517743914	-34782.08814
sym	ward	4.0	1.37383644184	-34666.96327
